Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng,
Marqise Lee,JAX,1,36,36.0,0,36,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201611270buf.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Brandon Tate,BUF,1,25,25.0,0,25,2,43,21.5,0,43,http://www.pro-football-reference.com/boxscores/201611270buf.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jeremy Kerley,SFO,0,0,,0,0,1,2,2.0,0,2,http://www.pro-football-reference.com/boxscores/201611270mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
JaCorey Shepherd,SFO,3,50,16.7,0,25,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201611270mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jarvis Landry,MIA,0,0,,0,0,2,7,3.5,0,6,http://www.pro-football-reference.com/boxscores/201611270mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jakeem Grant,MIA,2,35,17.5,0,21,1,-1,-1.0,0,-1,http://www.pro-football-reference.com/boxscores/201611270mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kenyan Drake,MIA,2,99,49.5,0,78,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201611270mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Damien Williams,MIA,1,0,0.0,0,0,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201611270mia.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Marc Mariani,TEN,0,0,,0,0,1,8,8.0,0,8,http://www.pro-football-reference.com/boxscores/201611270chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kendall Wright,TEN,2,28,14.0,0,15,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201611270chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Eddie Royal,CHI,0,0,,0,0,1,4,4.0,0,4,http://www.pro-football-reference.com/boxscores/201611270chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ka'Deem Carey,CHI,1,22,22.0,0,22,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201611270chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Deonte Thompson,CHI,1,17,17.0,0,17,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201611270chi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Isaiah Burse,SDG,1,26,26.0,0,26,1,11,11.0,0,11,http://www.pro-football-reference.com/boxscores/201611270htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Will Fuller,HOU,0,0,,0,0,3,27,9.0,0,12,http://www.pro-football-reference.com/boxscores/201611270htx.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Bobby Rainey,NYG,2,51,25.5,0,26,3,7,2.3,0,7,http://www.pro-football-reference.com/boxscores/201611270cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Odell Beckham,NYG,0,0,,0,0,3,35,11.7,0,19,http://www.pro-football-reference.com/boxscores/201611270cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Duke Johnson,CLE,0,0,,0,0,3,5,1.7,0,9,http://www.pro-football-reference.com/boxscores/201611270cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ricardo Louis,CLE,2,45,22.5,0,24,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201611270cle.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tyler Lockett,SEA,1,15,15.0,0,15,1,0,0.0,0,0,http://www.pro-football-reference.com/boxscores/201611270tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Adam Humphries,TAM,0,0,,0,0,3,48,16.0,0,24,http://www.pro-football-reference.com/boxscores/201611270tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ryan Smith,TAM,2,42,21.0,0,24,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201611270tam.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ted Ginn,CAR,0,0,,0,0,1,0,0.0,0,0,http://www.pro-football-reference.com/boxscores/201611270rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Fozzy Whittaker,CAR,2,29,14.5,0,18,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201611270rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jalen Richard,OAK,2,46,23.0,0,28,5,34,6.8,0,12,http://www.pro-football-reference.com/boxscores/201611270rai.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Danny Amendola,NWE,1,24,24.0,0,24,2,8,4.0,0,8,http://www.pro-football-reference.com/boxscores/201611270nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jeremy Ross,NYJ,3,52,17.3,0,21,1,10,10.0,0,10,http://www.pro-football-reference.com/boxscores/201611270nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Buster Skrine,NYJ,0,0,,0,0,1,0,0.0,0,0,http://www.pro-football-reference.com/boxscores/201611270nyj.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Tyreek Hill,KAN,1,86,86.0,1,86,2,28,14.0,0,17,http://www.pro-football-reference.com/boxscores/201611270den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
De'Anthony Thomas,KAN,1,41,41.0,0,41,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201611270den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Jordan Norwood,DEN,0,0,,0,0,5,14,2.8,0,9,http://www.pro-football-reference.com/boxscores/201611270den.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Randall Cobb,GNB,0,0,,0,0,1,0,0.0,0,0,http://www.pro-football-reference.com/boxscores/201611280phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Ty Montgomery,GNB,1,18,18.0,0,18,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201611280phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
Kenjon Barner,PHI,3,49,16.3,0,21,0,0,,0,0,http://www.pro-football-reference.com/boxscores/201611280phi.htm?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool
